timestamp_unix,elapsed_s,pos1,pos2,pos3,tactile_data
1777021668.1822166,0.057717084884643555,3043,3069,1999,
1777021668.2264771,0.10197758674621582,3043,3069,2008,
1777021668.2723367,0.14783716201782227,3043,3069,2013,
1777021668.3202572,0.19575762748718262,3043,3069,2013,
1777021668.368256,0.24375653266906738,3043,3069,2013,
1777021668.4162471,0.2917475700378418,3043,3069,2013,
1777021668.4642532,0.3397536277770996,3043,3069,2013,
1777021668.512286,0.3877863883972168,3044,3069,2013,
1777021668.560233,0.4357335567474365,3043,3069,2013,
1777021668.6082482,0.4837486743927002,3043,3069,2013,
1777021668.6562107,0.5317111015319824,3043,3069,2013,
1777021668.7041667,0.5796670913696289,3043,3069,2013,
1777021668.7522316,0.6277320384979248,3043,3069,2013,
1777021668.8002436,0.6757440567016602,3043,3069,2013,
1777021668.8483734,0.7238738536834717,3043,3069,2013,
1777021668.8964,0.7719004154205322,3043,3069,2013,
1777021668.944253,0.8197534084320068,3043,3069,2013,
1777021668.9923372,0.86783766746521,3043,3069,2013,
1777021669.0401847,0.9156851768493652,3043,3069,2013,
1777021669.0881352,0.9636356830596924,3043,3069,2013,
1777021669.1361783,1.011678695678711,3043,3069,2013,
1777021669.1841884,1.0596888065338135,3044,3069,2013,
1777021669.232158,1.1076583862304688,3043,3069,2013,
1777021669.280126,1.1556265354156494,3043,3069,2013,
1777021669.3281581,1.2036585807800293,3043,3069,2013,
1777021669.376156,1.2516565322875977,3044,3069,2013,
1777021669.4241698,1.2996702194213867,3043,3069,2013,
1777021669.4721627,1.347663164138794,3044,3069,2013,
1777021669.5200703,1.3955707550048828,3043,3069,2013,
1777021669.568112,1.4436123371124268,3043,3069,2013,
1777021669.6161368,1.4916372299194336,3043,3069,2013,
1777021669.6641428,1.5396432876586914,3043,3069,2013,
1777021669.7121189,1.5876193046569824,3043,3069,2013,
1777021669.76008,1.6355805397033691,3043,3069,2013,
1777021669.8080976,1.6835980415344238,3043,3069,2013,
1777021669.8561244,1.7316248416900635,3043,3069,2013,
1777021669.9041,1.7796003818511963,3043,3069,2013,
1777021669.9521403,1.8276407718658447,3043,3069,2013,
1777021670.000233,1.8757333755493164,3043,3069,2013,
1777021670.048122,1.9236223697662354,3043,3069,2013,
1777021670.0961063,1.971606731414795,3043,3069,2013,
1777021670.1440594,2.019559860229492,3044,3069,2013,
1777021670.1920402,2.0675406455993652,3043,3069,2013,
1777021670.2401087,2.1156091690063477,3043,3069,2013,
1777021670.288179,2.163679361343384,3043,3069,2013,
1777021670.3361535,2.2116539478302,3043,3069,2013,
1777021670.3841262,2.259626626968384,3043,3069,2013,
1777021670.4321127,2.3076131343841553,3043,3069,2013,
1777021670.4801407,2.3556411266326904,3043,3069,2013,
1777021670.528083,2.403583526611328,3043,3069,2013,
1777021670.5760381,2.451538562774658,3043,3069,2013,
1777021670.62403,2.499530553817749,3043,3069,2013,
1777021670.672083,2.5475833415985107,3043,3069,2013,
1777021670.7199788,2.5954792499542236,3043,3069,2013,
1777021670.7679977,2.643498182296753,3043,3069,2013,
1777021670.8160007,2.6915011405944824,3043,3069,2013,
1777021670.8640144,2.7395148277282715,3043,3069,2013,
1777021670.912032,2.787532329559326,3043,3069,2013,
1777021670.960028,2.8355283737182617,3043,3069,2013,
1777021671.0080569,2.8835573196411133,3043,3069,2013,
1777021671.0559444,2.9314448833465576,3043,3069,2013,
1777021671.1039722,2.9794726371765137,3043,3069,2013,
1777021671.1519616,3.0274620056152344,3043,3069,2013,
1777021671.19996,3.075460433959961,3043,3069,2013,
1777021671.2479315,3.123431921005249,3042,3069,2013,
1777021671.2959864,3.1714868545532227,3042,3069,2013,
1777021671.3439462,3.2194466590881348,3036,3069,2013,
1777021671.391948,3.2674484252929688,3031,3069,2013,
1777021671.439955,3.315455436706543,3025,3069,2013,
1777021671.4879534,3.3634538650512695,3021,3069,2013,
1777021671.535867,3.411367416381836,3014,3069,2013,
1777021671.5839148,3.4594151973724365,3011,3069,2013,
1777021671.6319227,3.507423162460327,3005,3069,2013,
1777021671.6798625,3.5553629398345947,3002,3069,2013,
1777021671.727889,3.6033895015716553,3002,3069,2013,
1777021671.775976,3.6514763832092285,2996,3069,2013,
1777021671.8238378,3.69933819770813,2992,3069,2013,
1777021671.871842,3.747342348098755,2992,3069,2013,
1777021671.9198458,3.795346260070801,2986,3069,2013,
1777021671.9678564,3.8433568477630615,2982,3069,2013,
1777021672.0160685,3.891568899154663,2982,3069,2013,
1777021672.063818,3.9393184185028076,2976,3069,2013,
1777021672.1118371,3.987337589263916,2972,3069,2013,
1777021672.1598713,4.035371780395508,2972,3069,2013,
1777021672.2078192,4.083319664001465,2972,3069,2013,
1777021672.2558231,4.131323575973511,2972,3069,2013,
1777021672.3038483,4.179348707199097,2972,3069,2013,
1777021672.3518152,4.227315664291382,2972,3069,2013,
1777021672.39983,4.275330543518066,2972,3069,2013,
1777021672.4477985,4.323298931121826,2972,3069,2013,
1777021672.497525,4.373025417327881,2972,3069,2013,
1777021672.5438325,4.419332981109619,2972,3069,2013,
1777021672.591825,4.467325448989868,2972,3069,2013,
1777021672.6398222,4.515322685241699,2985,3069,2013,
1777021672.7040246,4.579524993896484,3010,3069,2013,
1777021672.7525496,4.628050088882446,3040,3069,2013,
1777021672.816063,4.691563367843628,3043,3069,2013,
1777021672.8637967,4.739297151565552,3043,3069,2013,
1777021672.9117796,4.787280082702637,3043,3069,2013,
1777021672.959758,4.835258483886719,3043,3069,2013,
1777021673.0077512,4.883251667022705,3043,3069,2013,
1777021673.055765,4.931265354156494,3043,3069,2013,
1777021673.1037974,4.979297876358032,3043,3069,2013,
1777021673.1679454,5.043445825576782,3043,3069,2013,
1777021673.215736,5.091236352920532,3043,3069,2013,
1777021673.2640333,5.139533758163452,3043,3069,2013,
1777021673.3279314,5.203431844711304,3043,3069,2013,
1777021673.3758352,5.251335620880127,3043,3069,2013,
1777021673.4561152,5.331615686416626,3043,3069,2013,
1777021673.5037587,5.37925910949707,3043,3069,2013,
1777021673.5517373,5.4272377490997314,3043,3069,2013,
1777021673.599706,5.47520637512207,3043,3069,2013,
1777021673.6479423,5.52344274520874,3043,3069,2013,
1777021673.6957772,5.571277618408203,3044,3069,2013,
1777021673.7437224,5.61922287940979,3043,3069,2013,
1777021673.7916856,5.66718602180481,3043,3069,2013,
1777021673.8397634,5.715263843536377,3043,3069,2013,
1777021673.8877249,5.763225317001343,3043,3069,2013,
1777021673.9356813,5.8111817836761475,3044,3069,2013,
1777021673.9837089,5.859209299087524,3043,3069,2013,
