timestamp_unix,elapsed_s,pos1,pos2,pos3,tactile_data
1777015362.9007368,0.05720186233520508,2919,3027,2068,
1777015362.9440787,0.10054373741149902,2981,3034,2057,
1777015362.9914353,0.14790034294128418,3022,3039,2047,
1777015363.039336,0.1958010196685791,3036,3040,2047,
1777015363.0874083,0.24387335777282715,3039,3041,2047,
1777015363.1352935,0.29175853729248047,3039,3040,2047,
1777015363.1832886,0.3397536277770996,3039,3041,2047,
1777015363.2313118,0.38777685165405273,3039,3041,2047,
1777015363.2793045,0.43576955795288086,3039,3040,2047,
1777015363.3272758,0.48374080657958984,3039,3041,2047,
1777015363.375268,0.5317330360412598,3039,3041,2047,
1777015363.4233053,0.5797703266143799,3039,3040,2047,
1777015363.4716406,0.628105640411377,3039,3041,2047,
1777015363.5194025,0.6758675575256348,3039,3040,2047,
1777015363.5674171,0.7238821983337402,3039,3041,2047,
1777015363.6157227,0.7721877098083496,3039,3041,2047,
1777015363.663453,0.819918155670166,3039,3041,2047,
1777015363.7113168,0.8677818775177002,3039,3041,2047,
1777015363.7593124,0.9157774448394775,3039,3041,2047,
1777015363.8072793,0.9637444019317627,3039,3041,2047,
1777015363.8552034,1.0116684436798096,3039,3041,2047,
1777015363.9032013,1.059666395187378,3039,3041,2047,
1777015363.9511979,1.1076629161834717,3039,3041,2047,
1777015363.999403,1.1558680534362793,3039,3041,2047,
1777015364.0472057,1.2036707401275635,3039,3041,2047,
1777015364.0952992,1.2517642974853516,3039,3041,2047,
1777015364.1433265,1.2997915744781494,3039,3041,2047,
1777015364.1912344,1.3476994037628174,3039,3041,2047,
1777015364.2392414,1.3957064151763916,3039,3041,2047,
1777015364.2873094,1.4437744617462158,3039,3041,2047,
1777015364.3352807,1.4917457103729248,3039,3041,2047,
1777015364.3833172,1.5397822856903076,3039,3041,2047,
1777015364.431236,1.5877010822296143,3039,3040,2047,
1777015364.479243,1.6357080936431885,3039,3041,2047,
1777015364.5272942,1.6837592124938965,3039,3041,2047,
1777015364.5751522,1.7316172122955322,3039,3041,2047,
1777015364.623221,1.7796859741210938,3039,3041,2047,
1777015364.671187,1.8276519775390625,3039,3041,2047,
1777015364.7193131,1.8757781982421875,3039,3041,2047,
1777015364.7671714,1.9236364364624023,3039,3041,2047,
1777015364.8151665,1.9716315269470215,3039,3041,2047,
1777015364.8631942,2.0196592807769775,3039,3041,2047,
1777015364.911166,2.0676310062408447,3039,3041,2047,
1777015364.9591854,2.1156504154205322,3039,3040,2047,
1777015365.0071554,2.1636204719543457,3039,3041,2047,
1777015365.0551348,2.211599826812744,3039,3041,2047,
1777015365.1032922,2.2597572803497314,3039,3040,2047,
1777015365.1510663,2.3075313568115234,3039,3041,2047,
1777015365.199074,2.355539083480835,3039,3041,2047,
1777015365.2471085,2.403573513031006,3039,3040,2047,
1777015365.2950935,2.4515585899353027,3039,3041,2047,
1777015365.3430908,2.499555826187134,3039,3041,2047,
1777015365.3913155,2.5477805137634277,3039,3041,2047,
1777015365.4390557,2.5955207347869873,3039,3041,2047,
1777015365.4870687,2.643533706665039,3039,3040,2047,
1777015365.5350409,2.6915059089660645,3039,3041,2047,
1777015365.5830445,2.7395095825195312,3039,3041,2047,
1777015365.633059,2.7895240783691406,3039,3041,2047,
1777015365.6800082,2.836473226547241,3039,3041,2047,
1777015365.7432852,2.899750232696533,3039,3040,2047,
1777015365.7910497,2.947514772415161,3039,3040,2047,
1777015365.8390186,2.995483636856079,3039,3041,2047,
1777015365.8870242,3.0434892177581787,3039,3041,2047,
1777015365.9350176,3.091482639312744,3039,3041,2047,
1777015365.9829893,3.1394543647766113,3039,3041,2047,
1777015366.0310268,3.1874918937683105,3039,3041,2047,
1777015366.0790136,3.235478639602661,3039,3041,2047,
1777015366.1270163,3.2834813594818115,3039,3041,2047,
1777015366.1750004,3.331465482711792,3039,3041,2047,
1777015366.2230341,3.3794991970062256,3039,3041,2047,
1777015366.270985,3.427449941635132,3039,3041,2047,
1777015366.3190932,3.475558280944824,3039,3040,2047,
1777015366.3669477,3.5234127044677734,3039,3040,2047,
1777015366.4149837,3.571448802947998,3039,3041,2047,
1777015366.4629376,3.6194026470184326,3039,3040,2047,
1777015366.510953,3.6674180030822754,3039,3041,2047,
1777015366.5589225,3.7153875827789307,3039,3041,2047,
1777015366.6069393,3.763404369354248,3039,3040,2047,
1777015366.654949,3.8114140033721924,3039,3041,2047,
1777015366.7029738,3.859438896179199,3039,3041,2047,
1777015366.7509406,3.9074056148529053,3039,3040,2047,
1777015366.7989514,3.955416440963745,3039,3041,2047,
1777015366.8469393,4.003404378890991,3039,3040,2047,
1777015366.8948908,4.051355838775635,3039,3041,2047,
1777015366.9429905,4.0994555950164795,3039,3041,2047,
1777015366.9910135,4.1474785804748535,3039,3041,2047,
1777015367.0390394,4.195504426956177,3039,3041,2047,
1777015367.0869193,4.24338436126709,3039,3041,2047,
1777015367.1349206,4.291385650634766,3039,3040,2047,
1777015367.1829085,4.339373588562012,3039,3041,2047,
1777015367.230928,4.387392997741699,3039,3041,2047,
1777015367.278875,4.435340166091919,3039,3041,2047,
1777015367.3268633,4.483328342437744,3039,3041,2047,
1777015367.3748949,4.531359910964966,3039,3041,2047,
1777015367.4229045,4.57936954498291,3039,3041,2047,
1777015367.487023,4.643488168716431,3039,3041,2047,
1777015367.5348704,4.691335439682007,3039,3040,2047,
1777015367.582812,4.739277124404907,3039,3041,2047,
1777015367.6308088,4.78727388381958,3039,3041,2047,
